lead_id,client_id,lead_source,service_category,inquiry_date,first_response_at,lead_status
618,714,Instagram,Family portraits,2024-12-22 00:00:00,2024-12-24 00:00:00,lost
619,805,Repeat Client,Mini sessions,2025-02-25 00:00:00,2025-02-26 03:00:00,qualified
620,563,Referral,Family portraits,2025-06-15 00:00:00,2025-06-16 12:00:00,qualified
621,1152,Facebook,Newborn,2025-09-22 00:00:00,2025-09-22 11:00:00,qualified
622,1004,Facebook,Graduation,2024-01-23 00:00:00,2024-01-24 18:00:00,lost
623,767,Google Search,Newborn,2025-10-01 00:00:00,2025-10-02 16:00:00,qualified
624,499,Wedding Vendor,Mini sessions,2025-10-22 00:00:00,2025-10-23 05:00:00,qualified
625,842,Google Search,Branding/headshots,2025-05-07 00:00:00,2025-05-07 19:00:00,qualified
626,1017,Referral,Mini sessions,2024-03-21 00:00:00,2024-03-22 03:00:00,new
627,232,Google Search,Branding/headshots,2024-01-26 00:00:00,2024-01-26 20:00:00,qualified
628,247,Repeat Client,Couples,2025-02-12 00:00:00,2025-02-12 19:00:00,qualified
629,1181,Referal,Newborn,2024-09-25 00:00:00,2024-09-27 10:00:00,new
630,19,Local Event,Branding/headshots,2025-05-17 00:00:00,2025-05-19 12:00:00,qualified
631,866,Wedding Vendor,Graduation,2025-10-14 00:00:00,2025-10-14 10:00:00,contacted
632,791,Wedding Vendor,Mini sessions,2024-11-30 00:00:00,2024-11-30 16:00:00,lost
633,368,Instagram,Branding/headshots,2024-10-03 00:00:00,2024-10-04 20:00:00,contacted
634,925,Instagram,Couples,2024-09-29 00:00:00,2024-09-30 11:00:00,lost
635,997,Facebook,Mini sessions,2024-02-14 00:00:00,2024-02-16 23:00:00,qualified
636,48,Paid Advertisement,Family portraits,2025-07-20 00:00:00,2025-07-21 06:00:00,lost
637,351,Paid Advertisement,Couples,2024-06-19 00:00:00,2024-06-20 06:00:00,new
638,118,Repeat Client,Graduation,2025-05-08 00:00:00,2025-05-09 20:00:00,lost
639,36,Referral,Weddings,2024-05-24 00:00:00,2024-05-24 22:00:00,contacted
640,10,Instagram,Weddings,2025-08-12 00:00:00,2025-08-13 17:00:00,qualified
641,676,Instagram,Couples,2024-12-29 00:00:00,2024-12-31 19:00:00,lost
642,249,Instagram,Graduation,2024-10-04 00:00:00,2024-10-05 21:00:00,qualified
643,705,Referral,Graduation,2024-12-11 00:00:00,2024-12-12 21:00:00,lost
644,1184,Referal,Couples,2024-10-21 00:00:00,2024-10-23 17:00:00,qualified
645,974,Google Search,Couples,2025-07-25 00:00:00,2025-07-26 02:00:00,qualified
646,117,Repeat Client,Mini sessions,2025-07-24 00:00:00,2025-07-24 13:00:00,qualified
647,803,google,Weddings,2024-06-12 00:00:00,2024-06-12 07:00:00,qualified
648,57,Referral,Weddings,2024-05-03 00:00:00,2024-05-04 05:00:00,lost
649,40,Facebook,Weddings,2024-03-18 00:00:00,2024-03-20 11:00:00,lost
650,603,Facebook,Graduation,2025-08-26 00:00:00,2025-08-27 23:00:00,lost
651,275,Instagram,Graduation,2025-04-14 00:00:00,2025-04-15 02:00:00,qualified
652,203,Facebook,Family portraits,2025-11-07 00:00:00,2025-11-08 10:00:00,qualified
653,619,Instagram,Graduation,2024-12-20 00:00:00,2024-12-20 17:00:00,qualified
654,419,Instagram,Maternity,2025-06-24 00:00:00,2025-06-25 08:00:00,qualified
655,250,Referral,Branding/headshots,2025-05-01 00:00:00,2025-05-01 12:00:00,lost
656,91,Repeat Client,Newborn,2024-08-03 00:00:00,2024-08-03 06:00:00,qualified
657,1063,Referral,Mini sessions,2025-03-08 00:00:00,2025-03-09 01:00:00,qualified
658,229,Wedding Vendor,Maternity,2024-03-13 00:00:00,2024-03-13 04:00:00,qualified
659,258,Facebook,Graduation,2024-05-27 00:00:00,2024-05-28 10:00:00,qualified
660,667,Local Event,Branding/headshots,2024-05-19 00:00:00,2024-05-20 16:00:00,qualified
661,1050,Referral,Family portraits,2024-12-16 00:00:00,2024-12-17 03:00:00,new
662,600,Google Search,Weddings,2025-10-06 00:00:00,2025-10-06 12:00:00,qualified
663,227,Paid Advertisement,Graduation,2025-12-19 00:00:00,2025-12-19 22:00:00,qualified
664,1152,Face book,Family portraits,2025-01-17 00:00:00,2025-01-19 07:00:00,new
665,52,Google Search,Branding/headshots,2024-06-03 00:00:00,2024-06-05 07:00:00,qualified
666,738,Local Event,Weddings,2024-08-31 00:00:00,2024-08-31 11:00:00,lost
667,441,Wedding Vendor,Couples,2024-09-26 00:00:00,2024-09-27 07:00:00,qualified
668,336,Google Search,Couples,2024-06-17 00:00:00,2024-06-19 01:00:00,lost
669,330,Paid Advertisement,Weddings,2025-09-09 00:00:00,2025-09-09 09:00:00,lost
670,1108,Referral,Branding/headshots,2024-03-04 00:00:00,2024-03-05 00:00:00,lost
671,478,Local Event,Graduation,2024-03-14 00:00:00,2024-03-16 05:00:00,qualified
672,176,Referral,Family portraits,2024-10-10 00:00:00,2024-10-11 02:00:00,new
673,261,Wedding Vendor,Graduation,2025-04-03 00:00:00,2025-04-05 18:00:00,lost
674,1166,Google Search,Graduation,2024-05-04 00:00:00,2024-05-06 07:00:00,qualified
675,377,Instagram,Graduation,2025-04-27 00:00:00,2025-04-27 21:00:00,qualified
676,786,Referral,Graduation,2024-10-18 00:00:00,2024-10-18 03:00:00,qualified
677,163,Repeat Client,Mini sessions,2025-02-19 00:00:00,2025-02-20 11:00:00,lost
678,938,Instagram,Weddings,2025-02-25 00:00:00,2025-02-26 14:00:00,qualified
679,983,Instagram,Family portraits,2024-07-01 00:00:00,2024-07-03 21:00:00,lost
680,830,Instagram,Weddings,2025-09-12 00:00:00,2025-09-14 23:00:00,qualified
681,271,Referral,Couples,2025-12-21 00:00:00,2025-12-22 07:00:00,lost
682,1,Google Search,Graduation,2024-08-22 00:00:00,2024-08-22 13:00:00,qualified
683,1123,Referral,Mini sessions,2024-12-31 00:00:00,2025-01-02 07:00:00,qualified
684,283,Referral,Family portraits,2025-01-17 00:00:00,2025-01-17 12:00:00,lost
685,626,Repeat Client,Family portraits,2025-08-12 00:00:00,2025-08-13 05:00:00,qualified
686,929,Instagram,Branding/headshots,2025-03-16 00:00:00,2025-03-18 23:00:00,new
687,704,Google Search,Couples,2025-09-05 00:00:00,2025-09-07 07:00:00,qualified
688,102,Local Event,Branding/headshots,2025-12-15 00:00:00,2025-12-17 03:00:00,qualified
689,787,Instagram,Newborn,2024-07-26 00:00:00,2024-07-27 11:00:00,qualified
690,86,Paid Advertisement,Weddings,2024-06-29 00:00:00,2024-07-01 03:00:00,qualified
691,203,Local Event,Graduation,2025-12-12 00:00:00,2025-12-13 22:00:00,lost
692,465,Referral,Maternity,2024-02-02 00:00:00,2024-02-04 14:00:00,lost
693,482,Instagram,Family portraits,2024-07-02 00:00:00,2024-07-03 12:00:00,qualified
694,186,Paid Advertisement,Mini sessions,2025-03-17 00:00:00,2025-03-19 07:00:00,new
695,461,Google Search,Newborn,2024-12-06 00:00:00,2024-12-08 11:00:00,qualified
696,1090,Google Search,Mini sessions,2025-05-22 00:00:00,2025-05-24 13:00:00,qualified
697,543,Facebook,Branding/headshots,2025-04-25 00:00:00,2025-04-27 21:00:00,contacted
698,1,Instagram,Maternity,2025-01-12 00:00:00,2025-01-13 12:00:00,contacted
699,635,Instagram,Branding/headshots,2025-09-10 00:00:00,2025-09-11 09:00:00,qualified
700,511,Face book,Weddings,2025-09-19 00:00:00,2025-09-21 19:00:00,qualified
701,92,Instagram,Newborn,2025-09-06 00:00:00,2025-09-06 09:00:00,qualified
702,595,Referral,Graduation,2025-12-20 00:00:00,2025-12-21 19:00:00,lost
703,369,Referral,Mini sessions,2025-11-18 00:00:00,2025-11-18 08:00:00,lost
704,412,Facebook,Family portraits,2025-11-18 00:00:00,2025-11-20 18:00:00,qualified
705,726,Repeat Client,Weddings,2025-05-07 00:00:00,2025-05-08 10:00:00,qualified
706,1149,Instagram,Mini sessions,2024-03-02 00:00:00,2024-03-04 08:00:00,qualified
707,260,Referral,Family portraits,2025-10-18 00:00:00,2025-10-19 04:00:00,qualified
708,468,Instagram,Graduation,2024-12-17 00:00:00,2024-12-19 10:00:00,contacted
709,222,Instagram,Maternity,2025-10-02 00:00:00,2025-10-02 16:00:00,lost
710,634,Referral,Family portraits,2024-03-11 00:00:00,2024-03-12 15:00:00,contacted
711,114,Repeat Client,Mini sessions,2025-10-26 00:00:00,2025-10-27 02:00:00,qualified
712,503,Repeat Client,Graduation,2025-08-28 00:00:00,2025-08-29 00:00:00,qualified
713,211,Paid Advertisement,Mini sessions,2024-07-10 00:00:00,2024-07-11 04:00:00,qualified
714,545,Instagram,Branding/headshots,2025-05-17 00:00:00,2025-05-18 16:00:00,lost
715,653,Paid Advertisement,Branding/headshots,2025-12-28 00:00:00,2025-12-30 15:00:00,qualified
716,332,Paid Advertisement,Couples,2024-09-19 00:00:00,2024-09-21 23:00:00,qualified
717,585,Google Search,Couples,2025-12-04 00:00:00,2025-12-04 01:00:00,new
718,849,Facebook,Maternity,2025-03-01 00:00:00,2025-03-02 19:00:00,qualified
719,453,Instagram,Mini sessions,2025-02-24 00:00:00,2025-02-26 04:00:00,qualified
720,964,Referral,Family portraits,2024-11-12 00:00:00,2024-11-14 21:00:00,lost
721,308,Instagram,Branding/headshots,2025-12-27 00:00:00,2025-12-28 02:00:00,lost
722,549,Google Search,Newborn,2025-03-17 00:00:00,2025-03-18 08:00:00,contacted
723,666,Facebook,Family portraits,2024-07-29 00:00:00,2024-07-30 23:00:00,contacted
724,565,Google Search,Newborn,2024-08-03 00:00:00,2024-08-04 20:00:00,contacted
725,409,Instagram,Graduation,2025-10-12 00:00:00,2025-10-12 12:00:00,lost
726,254,Instagram,Weddings,2025-04-01 00:00:00,2025-04-01 06:00:00,contacted
727,1179,Repeat Client,Mini sessions,2025-10-16 00:00:00,2025-10-18 08:00:00,qualified
728,709,Wedding Vendor,Mini sessions,2025-11-22 00:00:00,2025-11-23 02:00:00,qualified
729,625,Paid Advertisement,Branding/headshots,2025-04-07 00:00:00,2025-04-08 20:00:00,contacted
730,30,Referral,Branding/headshots,2025-04-23 00:00:00,2025-04-24 05:00:00,lost
731,46,Google Search,Mini sessions,2024-09-06 00:00:00,2024-09-08 20:00:00,lost
732,848,Local Event,Family portraits,2024-12-20 00:00:00,2024-12-22 12:00:00,qualified
733,1168,Google Search,Family portraits,2025-06-30 00:00:00,2025-06-30 11:00:00,qualified
734,544,Referral,Graduation,2025-02-23 00:00:00,2025-02-24 01:00:00,qualified
735,654,Wedding Vendor,Branding/headshots,2025-06-15 00:00:00,2025-06-15 07:00:00,qualified
736,141,Google Search,Family portraits,2025-02-22 00:00:00,2025-02-24 19:00:00,qualified
737,142,Wedding Vendor,Graduation,2024-02-21 00:00:00,2024-02-21 08:00:00,qualified
738,850,Google Search,Mini sessions,2024-03-02 00:00:00,2024-03-04 20:00:00,contacted
739,1178,Google Search,Newborn,2025-04-11 00:00:00,2025-04-11 03:00:00,lost
740,649,Google Search,Weddings,2024-07-26 00:00:00,2024-07-28 12:00:00,contacted
741,491,Google Search,Mini sessions,2024-09-26 00:00:00,2024-09-28 15:00:00,qualified
742,409,Facebook,Weddings,2024-12-01 00:00:00,2024-12-02 15:00:00,qualified
743,270,Wedding Vendor,Graduation,2025-05-28 00:00:00,2025-05-30 00:00:00,contacted
744,954,Facebook,Branding/headshots,2024-06-13 00:00:00,2024-06-15 11:00:00,qualified
745,733,Instagram,Graduation,2024-03-08 00:00:00,2024-03-08 22:00:00,contacted
746,773,Instagram,Weddings,2025-08-03 00:00:00,2025-08-03 13:00:00,contacted
747,3,Referral,Weddings,2024-01-15 00:00:00,2024-01-17 03:00:00,qualified
748,290,Google Search,Weddings,2024-05-08 00:00:00,2024-05-10 22:00:00,lost
749,119,Referral,Branding/headshots,2025-11-15 00:00:00,2025-11-17 19:00:00,lost
750,264,Face book,Branding/headshots,2025-08-04 00:00:00,2025-08-06 18:00:00,lost
751,20,Instagram,Branding/headshots,2024-05-11 00:00:00,2024-05-13 03:00:00,qualified
752,634,Google Search,Mini sessions,2025-01-04 00:00:00,2025-01-04 20:00:00,lost
753,175,Wedding Vendor,Weddings,2024-09-06 00:00:00,2024-09-06 18:00:00,qualified
754,767,Instagram,Family portraits,2024-06-09 00:00:00,2024-06-10 16:00:00,lost
755,65,Instagram,Graduation,2025-04-20 00:00:00,2025-04-20 07:00:00,contacted
756,65,Instagram,Mini sessions,2025-04-20 00:00:00,2025-04-22 01:00:00,lost
757,861,Repeat Client,Family portraits,2024-10-18 00:00:00,2024-10-20 20:00:00,qualified
758,266,Instagram,Maternity,2025-03-02 00:00:00,2025-03-02 16:00:00,qualified
759,88,Repeat Client,Family portraits,2024-08-06 00:00:00,2024-08-06 09:00:00,contacted
760,488,Repeat Client,Couples,2024-12-08 00:00:00,2024-12-09 01:00:00,qualified
761,158,Referral,Mini sessions,2025-02-15 00:00:00,2025-02-16 00:00:00,contacted
762,392,Google Search,Branding/headshots,2024-03-07 00:00:00,2024-03-07 12:00:00,qualified
763,92,Instagram,Mini sessions,2024-11-04 00:00:00,2024-11-05 02:00:00,lost
764,26,Paid Advertisement,Graduation,2025-02-11 00:00:00,2025-02-13 08:00:00,new
765,610,Referral,Weddings,2025-11-16 00:00:00,2025-11-16 09:00:00,lost
766,208,Facebook,Weddings,2024-06-29 00:00:00,2024-07-01 03:00:00,qualified
767,344,Referral,Maternity,2025-10-04 00:00:00,2025-10-05 19:00:00,contacted
768,1165,Repeat Client,Newborn,2024-07-31 00:00:00,2024-07-31 23:00:00,qualified
769,1074,Paid Advertisement,Maternity,2024-03-24 00:00:00,2024-03-26 13:00:00,qualified
770,440,Instagram,Graduation,2024-10-25 00:00:00,2024-10-26 22:00:00,qualified
771,1152,Google Search,Weddings,2024-05-20 00:00:00,2024-05-21 14:00:00,qualified
772,473,Paid Advertisement,Couples,2025-05-18 00:00:00,2025-05-19 17:00:00,contacted
773,598,Referral,Branding/headshots,2025-11-17 00:00:00,2025-11-19 08:00:00,qualified
774,514,Instagram,Branding/headshots,2025-10-19 00:00:00,2025-10-20 18:00:00,contacted
775,325,Google Search,Couples,2025-09-21 00:00:00,2025-09-22 14:00:00,qualified
776,1116,Repeat Client,Graduation,2025-06-16 00:00:00,2025-06-18 08:00:00,lost
777,551,Repeat Client,Mini sessions,2024-10-24 00:00:00,2024-10-25 18:00:00,qualified
778,630,Local Event,Family portraits,2025-03-01 00:00:00,2025-03-01 18:00:00,qualified
779,769,Repeat Client,Graduation,2025-05-07 00:00:00,2025-05-09 15:00:00,qualified
780,919,Google Search,Mini sessions,2025-10-15 00:00:00,2025-10-18 00:00:00,lost
781,1120,Local Event,Mini sessions,2025-03-04 00:00:00,2025-03-04 09:00:00,qualified
782,267,Google Search,Branding/headshots,2024-12-28 00:00:00,2024-12-29 01:00:00,lost
783,296,Local Event,Branding/headshots,2025-07-21 00:00:00,2025-07-21 19:00:00,qualified
784,63,Repeat Client,Branding/headshots,2024-06-07 00:00:00,2024-06-08 17:00:00,qualified
785,146,Local Event,Newborn,2024-10-14 00:00:00,2024-10-16 09:00:00,lost
786,427,Paid Advertisement,Weddings,2024-04-27 00:00:00,2024-04-27 18:00:00,contacted
787,782,Instagram,Maternity,2025-02-25 00:00:00,2025-02-26 22:00:00,qualified
788,730,Referral,Family portraits,2025-11-15 00:00:00,2025-11-16 17:00:00,qualified
789,618,Instagram,Graduation,2024-08-20 00:00:00,2024-08-22 10:00:00,contacted
790,585,Paid Advertisement,Branding/headshots,2025-10-12 00:00:00,2025-10-13 01:00:00,new
791,470,Instagram,Maternity,2025-11-04 00:00:00,2025-11-04 13:00:00,qualified
792,791,Repeat Client,Newborn,2024-04-26 00:00:00,2024-04-28 08:00:00,lost
793,793,Instagram,Couples,2025-07-01 00:00:00,2025-07-01 19:00:00,qualified
794,605,google,Branding/headshots,2025-10-05 00:00:00,2025-10-05 11:00:00,qualified
795,974,Instagram,Mini sessions,2025-09-17 00:00:00,2025-09-19 19:00:00,qualified
796,1150,Referral,Maternity,2025-12-16 00:00:00,2025-12-18 00:00:00,qualified
797,977,Google Search,Branding/headshots,2024-03-09 00:00:00,2024-03-11 04:00:00,new
798,893,Google Search,Couples,2024-11-08 00:00:00,2024-11-10 15:00:00,qualified
799,1193,Repeat Client,Maternity,2025-08-03 00:00:00,2025-08-05 21:00:00,qualified
800,716,Google Search,Newborn,2024-04-29 00:00:00,2024-04-29 21:00:00,lost
801,637,Instagram,Mini sessions,2025-11-23 00:00:00,2025-11-23 02:00:00,qualified
802,732,Wedding Vendor,Family portraits,2024-10-06 00:00:00,2024-10-06 16:00:00,qualified
803,202,Instagram,Newborn,2025-05-25 00:00:00,2025-05-26 03:00:00,qualified
804,1036,Instagram,Branding/headshots,2024-12-31 00:00:00,2025-01-01 16:00:00,qualified
805,103,Local Event,Maternity,2024-08-21 00:00:00,2024-08-21 21:00:00,lost
806,17,Facebook,Mini sessions,2025-03-03 00:00:00,2025-03-04 01:00:00,qualified
807,988,Instagram,Couples,2025-12-25 00:00:00,2025-12-25 10:00:00,qualified
808,830,Instagram,Mini sessions,2024-10-01 00:00:00,2024-10-03 23:00:00,qualified
809,232,Instagram,Weddings,2025-06-14 00:00:00,2025-06-14 03:00:00,lost
810,240,Face book,Maternity,2025-01-19 00:00:00,2025-01-19 07:00:00,contacted
811,1063,Facebook,Graduation,2024-10-23 00:00:00,2024-10-25 22:00:00,lost
812,242,Local Event,Maternity,2025-09-27 00:00:00,2025-09-29 20:00:00,qualified
813,898,Referral,Family portraits,2025-07-11 00:00:00,2025-07-12 21:00:00,qualified
814,163,Local Event,Mini sessions,2024-10-05 00:00:00,2024-10-06 14:00:00,qualified
815,86,Local Event,Maternity,2024-12-08 00:00:00,2024-12-09 08:00:00,qualified
816,468,google,Graduation,2024-11-02 00:00:00,2024-11-03 05:00:00,lost
817,318,google,Mini sessions,2025-08-03 00:00:00,2025-08-04 18:00:00,lost
818,1027,Referal,Newborn,2024-11-22 00:00:00,2024-11-23 03:00:00,qualified
819,432,Repeat Client,Weddings,2025-05-11 00:00:00,2025-05-11 04:00:00,lost
820,521,Facebook,Graduation,2024-11-02 00:00:00,2024-11-04 19:00:00,lost
821,834,Paid Advertisement,Branding/headshots,2025-09-01 00:00:00,2025-09-01 22:00:00,qualified
822,495,Referral,Graduation,2025-04-30 00:00:00,2025-05-02 16:00:00,lost
823,415,Repeat Client,Weddings,2025-04-29 00:00:00,2025-04-30 02:00:00,lost
824,1176,Wedding Vendor,Graduation,2025-09-10 00:00:00,2025-09-12 01:00:00,contacted
825,309,Wedding Vendor,Family portraits,2024-11-01 00:00:00,2024-11-03 22:00:00,contacted
826,986,Repeat Client,Newborn,2024-10-01 00:00:00,2024-10-02 03:00:00,lost
827,570,Referral,Newborn,2024-11-17 00:00:00,2024-11-18 21:00:00,qualified
828,457,Repeat Client,Graduation,2025-10-28 00:00:00,2025-10-30 17:00:00,qualified
829,20,Facebook,Branding/headshots,2024-10-29 00:00:00,2024-10-29 12:00:00,qualified
830,1066,Google Search,Graduation,2024-09-12 00:00:00,2024-09-12 02:00:00,qualified
831,1156,Instagram,Family portraits,2025-10-11 00:00:00,2025-10-12 22:00:00,lost
832,886,Referral,Couples,2025-10-12 00:00:00,2025-10-14 11:00:00,lost
833,663,Referral,Family portraits,2024-11-13 00:00:00,2024-11-14 22:00:00,qualified
834,738,instgram,Branding/headshots,2024-09-07 00:00:00,2024-09-08 18:00:00,qualified
835,1162,Instagram,Branding/headshots,2024-05-23 00:00:00,2024-05-24 03:00:00,lost
836,202,Facebook,Weddings,2025-04-24 00:00:00,2025-04-24 18:00:00,qualified
837,338,Referal,Newborn,2024-11-24 00:00:00,2024-11-26 12:00:00,qualified
838,254,Facebook,Family portraits,2025-11-22 00:00:00,2025-11-22 19:00:00,lost
839,306,Instagram,Mini sessions,2024-11-30 00:00:00,2024-12-01 12:00:00,qualified
840,568,Wedding Vendor,Maternity,2024-05-15 00:00:00,2024-05-15 01:00:00,lost
841,374,google,Branding/headshots,2025-12-28 00:00:00,2025-12-28 16:00:00,lost
842,372,Referal,Mini sessions,2025-04-04 00:00:00,2025-04-05 12:00:00,contacted
843,209,Paid Advertisement,Weddings,2024-10-13 00:00:00,2024-10-13 17:00:00,qualified
844,397,Referral,Mini sessions,2025-03-12 00:00:00,2025-03-12 23:00:00,qualified
845,336,Instagram,Newborn,2025-09-10 00:00:00,2025-09-13 00:00:00,qualified
846,565,Instagram,Mini sessions,2024-05-02 00:00:00,2024-05-04 10:00:00,lost
847,404,Referral,Family portraits,2024-12-11 00:00:00,2024-12-11 19:00:00,qualified
848,68,Repeat Client,Family portraits,2024-12-28 00:00:00,2024-12-28 08:00:00,qualified
849,1167,Instagram,Maternity,2025-03-09 00:00:00,2025-03-10 07:00:00,lost
850,506,Referal,Weddings,2025-07-29 00:00:00,2025-07-29 03:00:00,new
851,966,Instagram,Mini sessions,2025-07-21 00:00:00,2025-07-23 20:00:00,lost
852,685,Local Event,Weddings,2025-08-11 00:00:00,2025-08-13 11:00:00,lost
853,1117,Instagram,Newborn,2024-08-22 00:00:00,2024-08-24 00:00:00,contacted
854,588,Facebook,Couples,2024-11-10 00:00:00,2024-11-11 07:00:00,qualified
855,724,Google Search,Weddings,2024-03-26 00:00:00,2024-03-28 08:00:00,lost
856,545,Referral,Newborn,2025-10-27 00:00:00,2025-10-27 10:00:00,qualified
857,594,Facebook,Family portraits,2025-10-28 00:00:00,2025-10-28 08:00:00,qualified
858,38,Referral,Family portraits,2025-04-17 00:00:00,2025-04-19 09:00:00,lost
859,249,Referral,Newborn,2025-09-25 00:00:00,2025-09-26 10:00:00,lost
860,1079,Facebook,Mini sessions,2025-10-28 00:00:00,2025-10-28 17:00:00,contacted
861,174,google,Mini sessions,2025-10-09 00:00:00,2025-10-09 05:00:00,contacted
862,1147,Google Search,Couples,2025-11-04 00:00:00,2025-11-06 19:00:00,qualified
863,999,Facebook,Mini sessions,2025-09-23 00:00:00,2025-09-25 18:00:00,lost
864,643,Referral,Newborn,2024-10-20 00:00:00,2024-10-20 17:00:00,lost
865,239,Instagram,Family portraits,2025-10-27 00:00:00,2025-10-28 18:00:00,qualified
866,418,Facebook,Mini sessions,2024-08-22 00:00:00,2024-08-24 18:00:00,qualified
867,500,Local Event,Family portraits,2024-04-02 00:00:00,2024-04-02 04:00:00,contacted
868,612,Instagram,Branding/headshots,2025-08-06 00:00:00,2025-08-06 23:00:00,lost
869,240,Facebook,Mini sessions,2024-10-12 00:00:00,2024-10-13 13:00:00,lost
870,9,Google Search,Family portraits,2025-06-03 00:00:00,2025-06-05 11:00:00,lost
871,1020,Instagram,Graduation,2024-10-18 00:00:00,2024-10-20 05:00:00,qualified
872,481,Google Search,Graduation,2025-10-22 00:00:00,2025-10-23 22:00:00,contacted
873,659,Wedding Vendor,Branding/headshots,2024-11-26 00:00:00,2024-11-27 17:00:00,qualified
874,1005,Paid Advertisement,Couples,2025-07-23 00:00:00,2025-07-23 12:00:00,qualified
875,1153,Facebook,Couples,2024-05-02 00:00:00,2024-05-02 17:00:00,qualified
876,1088,Google Search,Family portraits,2024-10-13 00:00:00,2024-10-15 20:00:00,lost
877,862,Instagram,Mini sessions,2025-12-16 00:00:00,2025-12-18 14:00:00,qualified
878,312,Instagram,Mini sessions,2024-12-21 00:00:00,2024-12-22 00:00:00,contacted
879,535,Instagram,Maternity,2024-03-05 00:00:00,2024-03-07 18:00:00,qualified
880,35,Instagram,Couples,2025-04-26 00:00:00,2025-04-27 02:00:00,qualified
881,937,Instagram,Graduation,2024-04-23 00:00:00,2024-04-24 18:00:00,lost
882,81,Instagram,Graduation,2025-02-08 00:00:00,2025-02-10 18:00:00,qualified
883,578,Repeat Client,Mini sessions,2024-10-20 00:00:00,2024-10-21 23:00:00,qualified
884,223,Facebook,Weddings,2025-04-05 00:00:00,2025-04-06 00:00:00,lost
885,174,Referral,Branding/headshots,2025-03-09 00:00:00,2025-03-10 05:00:00,qualified
886,86,Instagram,Family portraits,2025-03-11 00:00:00,2025-03-13 14:00:00,lost
887,415,instgram,Mini sessions,2024-10-06 00:00:00,2024-10-07 23:00:00,contacted
888,642,Facebook,Mini sessions,2025-01-26 00:00:00,2025-01-28 08:00:00,lost
889,789,Google Search,Family portraits,2025-09-01 00:00:00,2025-09-03 23:00:00,lost
890,986,Google Search,Mini sessions,2025-07-22 00:00:00,2025-07-22 21:00:00,qualified
891,592,Wedding Vendor,Weddings,2025-10-01 00:00:00,2025-10-02 12:00:00,qualified
892,871,Repeat Client,Weddings,2025-03-30 00:00:00,2025-04-01 15:00:00,lost
893,59,Referral,Family portraits,2025-07-13 00:00:00,2025-07-15 00:00:00,lost
894,339,Facebook,Mini sessions,2025-09-29 00:00:00,2025-10-02 00:00:00,qualified
895,698,Instagram,Newborn,2025-11-30 00:00:00,2025-11-30 20:00:00,lost
896,35,Wedding Vendor,Branding/headshots,2024-12-25 00:00:00,2024-12-26 09:00:00,qualified
897,863,Google Search,Mini sessions,2025-02-19 00:00:00,2025-02-19 15:00:00,qualified
898,175,Instagram,Maternity,2024-10-04 00:00:00,2024-10-06 06:00:00,lost
899,999,Facebook,Family portraits,2025-11-15 00:00:00,2025-11-15 12:00:00,qualified
900,744,instgram,Mini sessions,2024-11-19 00:00:00,2024-11-20 05:00:00,contacted
901,280,Instagram,Newborn,2025-08-02 00:00:00,2025-08-02 19:00:00,qualified
902,888,Paid Advertisement,Branding/headshots,2024-01-15 00:00:00,2024-01-17 04:00:00,contacted
903,1177,Facebook,Couples,2025-05-19 00:00:00,2025-05-21 12:00:00,lost
904,180,Paid Advertisement,Mini sessions,2025-01-20 00:00:00,2025-01-20 15:00:00,lost
905,139,Instagram,Family portraits,2024-10-18 00:00:00,2024-10-18 11:00:00,lost
906,157,Repeat Client,Weddings,2024-10-27 00:00:00,2024-10-29 21:00:00,lost
907,262,Facebook,Couples,2024-10-16 00:00:00,2024-10-17 05:00:00,qualified
908,584,Facebook,Branding/headshots,2025-05-16 00:00:00,2025-05-17 07:00:00,qualified
909,178,Facebook,Mini sessions,2024-04-03 00:00:00,2024-04-04 13:00:00,lost
910,53,Facebook,Weddings,2024-02-01 00:00:00,2024-02-02 12:00:00,lost
911,216,Instagram,Graduation,2024-09-08 00:00:00,2024-09-08 01:00:00,qualified
912,299,Paid Advertisement,Branding/headshots,2024-11-11 00:00:00,2024-11-13 09:00:00,lost
913,1177,Referral,Mini sessions,2025-10-01 00:00:00,2025-10-03 02:00:00,lost
914,399,Wedding Vendor,Graduation,2025-04-19 00:00:00,2025-04-20 05:00:00,qualified
915,1122,Local Event,Maternity,2024-04-26 00:00:00,2024-04-26 03:00:00,lost
916,116,Referral,Couples,2025-09-03 00:00:00,2025-09-04 06:00:00,qualified
917,206,Instagram,Family portraits,2025-04-06 00:00:00,2025-04-07 00:00:00,qualified
918,863,Referral,Branding/headshots,2025-01-27 00:00:00,2025-01-27 20:00:00,lost
919,15,Facebook,Weddings,2025-10-18 00:00:00,2025-10-19 13:00:00,new
920,493,Wedding Vendor,Branding/headshots,2025-12-19 00:00:00,2025-12-20 00:00:00,lost
921,269,Referral,Mini sessions,2024-06-04 00:00:00,2024-06-04 15:00:00,qualified
922,124,Google Search,Weddings,2025-09-24 00:00:00,2025-09-24 07:00:00,lost
923,1007,Wedding Vendor,Weddings,2024-06-04 00:00:00,2024-06-04 21:00:00,lost
924,227,Instagram,Maternity,2025-02-06 00:00:00,2025-02-08 17:00:00,lost
925,638,Wedding Vendor,Maternity,2025-10-10 00:00:00,2025-10-10 15:00:00,lost
926,761,Repeat Client,Maternity,2025-11-11 00:00:00,2025-11-12 06:00:00,qualified
